"行政區","縣市","型態","房價","面積","屋齡","車位","管理"
"臺北市內湖區","臺北市","公寓",9980000,20.104,32,"無車位","無管理"
"臺北市萬華區","臺北市","公寓",1.2e+07,50.052,39,"無車位","無管理"
"臺北市松山區","臺北市","華廈",8680000,14.953,18,"無車位","無管理"
"臺北市內湖區","臺北市","公寓",16300000,26.674,17,"無車位","有管理"
"臺北市內湖區","臺北市","華廈",10100000,22.394,20,"無車位","無管理"
"臺北市內湖區","臺北市","大樓",7880000,12.427,17,"無車位","有管理"
"臺北市中山區","臺北市","華廈",4200000,27.122,15,"有車位","無管理"
"臺北市大安區","臺北市","華廈",2.6e+07,35.256,31,"無車位","有管理"
"臺北市北投區","臺北市","公寓",10600000,31.681,28,"無車位","無管理"
"臺北市士林區","臺北市","公寓",2300000,9.952,36,"無車位","無管理"
"臺北市大安區","臺北市","公寓",51100000,35.141,42,"無車位","無管理"
"臺北市大安區","臺北市","華廈",9500000,11.283,31,"無車位","有管理"
"臺北市文山區","臺北市","公寓",3990000,29.212,32,"無車位","無管理"
"臺北市北投區","臺北市","公寓",13100000,23.813,38,"無車位","無管理"
"臺北市北投區","臺北市","公寓",1.1e+07,39.201,24,"無車位","無管理"
"臺北市士林區","臺北市","公寓",8e+06,29.019,43,"無車位","無管理"
"臺北市士林區","臺北市","大樓",5e+07,52.674,6,"有車位","有管理"
"臺北市北投區","臺北市","華廈",29800000,50.962,36,"無車位","有管理"
"臺北市士林區","臺北市","華廈",3e+07,48.318,29,"無車位","有管理"
"臺北市北投區","臺北市","公寓",8500000,38.762,34,"無車位","無管理"
"臺北市北投區","臺北市","透天",1.7e+07,26.62,41,"無車位","無管理"
"臺北市士林區","臺北市","公寓",15800000,33.444,35,"無車位","無管理"
"臺北市士林區","臺北市","華廈",23700000,41.618,0,"有車位","有管理"
"臺北市北投區","臺北市","公寓",1.4e+07,26.578,49,"無車位","無管理"
"臺北市北投區","臺北市","透天",27800000,50.139,35,"無車位","無管理"
"臺北市信義區","臺北市","公寓",25200000,32.116,33,"無車位","無管理"
"臺北市信義區","臺北市","大樓",15600000,19.765,21,"無車位","有管理"
"臺北市南港區","臺北市","大樓",23900000,40.834,24,"無車位","有管理"
"臺北市松山區","臺北市","大樓",2.4e+07,28.018,26,"無車位","有管理"
"臺北市南港區","臺北市","套房",15600000,16.262,6,"有車位","有管理"
"臺北市信義區","臺北市","華廈",46500000,58.482,1,"有車位","有管理"
"臺北市中山區","臺北市","大樓",71700000,76.148,2,"有車位","有管理"
"臺北市內湖區","臺北市","公寓",13100000,34.31,28,"無車位","無管理"
"臺北市中山區","臺北市","華廈",14800000,14.481,10,"有車位","有管理"
"臺北市中山區","臺北市","華廈",13800000,18.949,6,"有車位","無管理"
"臺北市內湖區","臺北市","華廈",42500000,55.004,12,"有車位","有管理"
"臺北市中山區","臺北市","華廈",71200000,91.621,30,"無車位","有管理"
"臺北市中山區","臺北市","華廈",1.9e+07,31.085,34,"無車位","無管理"
"臺北市內湖區","臺北市","大樓",2.4e+07,35.347,7,"有車位","有管理"
"臺北市中山區","臺北市","華廈",61600000,83.626,12,"有車位","有管理"
"臺北市萬華區","臺北市","公寓",2070000,8.682,40,"無車位","無管理"
"臺北市萬華區","臺北市","公寓",2070000,5.983,40,"無車位","無管理"
"臺北市文山區","臺北市","大樓",3.7e+07,60.034,1,"無車位","有管理"
"臺北市文山區","臺北市","大樓",25900000,40.677,1,"無車位","有管理"
"臺北市文山區","臺北市","大樓",25600000,40.674,1,"有車位","有管理"
"臺北市文山區","臺北市","大樓",2.3e+07,36.288,1,"無車位","有管理"
"臺北市文山區","臺北市","大樓",26200000,46.745,1,"有車位","有管理"
"臺北市文山區","臺北市","大樓",24600000,40.674,1,"有車位","有管理"
"臺北市文山區","臺北市","大樓",15800000,30.743,1,"有車位","有管理"
"臺北市文山區","臺北市","大樓",25600000,46.509,1,"有車位","有管理"
"臺北市文山區","臺北市","大樓",24200000,46.509,1,"有車位","有管理"
"臺北市文山區","臺北市","大樓",23900000,46.509,1,"有車位","有管理"
"臺北市文山區","臺北市","大樓",12500000,24.542,1,"有車位","有管理"
"臺北市文山區","臺北市","大樓",26700000,46.509,1,"有車位","有管理"
"臺北市文山區","臺北市","大樓",29400000,46.745,1,"有車位","有管理"
"臺北市文山區","臺北市","大樓",35700000,60.089,1,"有車位","有管理"
"臺北市文山區","臺北市","大樓",29100000,46.745,1,"有車位","有管理"
"臺北市文山區","臺北市","大樓",24800000,46.745,1,"有車位","有管理"
"臺北市文山區","臺北市","大樓",29900000,46.745,1,"有車位","有管理"
"臺北市文山區","臺北市","大樓",25100000,40.13,1,"有車位","有管理"
"臺北市文山區","臺北市","大樓",29400000,46.745,1,"有車位","有管理"
"臺北市文山區","臺北市","大樓",25700000,46.509,1,"有車位","有管理"
"臺北市文山區","臺北市","大樓",28100000,46.476,1,"有車位","有管理"
"臺北市文山區","臺北市","大樓",30800000,60.089,1,"有車位","有管理"
"臺北市文山區","臺北市","大樓",20700000,34.996,0,"有車位","有管理"
"臺北市文山區","臺北市","大樓",38100000,62.841,0,"有車位","有管理"
"臺北市文山區","臺北市","大樓",20400000,34.996,0,"有車位","有管理"
"臺北市文山區","臺北市","大樓",31200000,60.089,1,"有車位","有管理"
"臺北市文山區","臺北市","大樓",30900000,60.031,1,"有車位","有管理"
"臺北市文山區","臺北市","大樓",23400000,46.24,1,"有車位","有管理"
"臺北市大同區","臺北市","公寓",13300000,29.539,39,"無車位","無管理"
"臺北市大同區","臺北市","大樓",44800000,67.049,3,"有車位","有管理"
"臺北市萬華區","臺北市","大樓",5.3e+07,68.94,3,"有車位","有管理"
"臺北市中正區","臺北市","公寓",2.5e+07,33.635,30,"無車位","無管理"
"臺北市大同區","臺北市","套房",4900000,12.23,38,"無車位","有管理"
"臺北市文山區","臺北市","公寓",10500000,29.391,30,"無車位","無管理"
"臺北市中正區","臺北市","公寓",2.2e+07,29.944,32,"無車位","無管理"
"臺北市文山區","臺北市","大樓",2.1e+07,45.735,1,"有車位","有管理"
"臺北市文山區","臺北市","套房",5300000,12.061,19,"無車位","無管理"
"臺北市文山區","臺北市","大樓",9250000,22.576,31,"無車位","無管理"
"臺北市中正區","臺北市","公寓",60900000,30.577,37,"無車位","有管理"
"臺北市文山區","臺北市","華廈",12800000,24.466,14,"無車位","有管理"
"臺北市文山區","臺北市","大樓",35500000,62.022,0,"有車位","有管理"
"臺北市文山區","臺北市","大樓",19600000,35.529,0,"有車位","有管理"
"臺北市文山區","臺北市","大樓",42500000,68.562,0,"有車位","有管理"
"臺北市文山區","臺北市","大樓",28200000,48.518,0,"有車位","有管理"
"臺北市文山區","臺北市","大樓",26900000,48.518,0,"有車位","有管理"
"臺北市文山區","臺北市","大樓",20400000,34.996,0,"有車位","有管理"
"臺北市文山區","臺北市","大樓",28100000,47.55,0,"有車位","有管理"
"臺北市文山區","臺北市","大樓",26400000,48.518,0,"有車位","有管理"
"臺北市文山區","臺北市","大樓",42200000,68.562,0,"有車位","有管理"
"臺北市文山區","臺北市","大樓",29400000,48.518,0,"有車位","有管理"
"臺北市文山區","臺北市","大樓",25500000,46.509,1,"有車位","有管理"
"臺北市文山區","臺北市","大樓",22400000,35.925,1,"有車位","有管理"
"臺北市文山區","臺北市","大樓",2.5e+07,40.127,1,"有車位","有管理"
"臺北市文山區","臺北市","大樓",32300000,60.089,1,"有車位","有管理"
"臺北市文山區","臺北市","大樓",32100000,60.031,1,"有車位","有管理"
"臺北市文山區","臺北市","大樓",33400000,60.089,1,"有車位","有管理"
"臺北市文山區","臺北市","大樓",15700000,30.743,1,"有車位","有管理"
"臺北市文山區","臺北市","大樓",33500000,60.089,1,"有車位","有管理"
"臺北市文山區","臺北市","大樓",22700000,40.677,1,"無車位","有管理"
"臺北市中正區","臺北市","公寓",7500000,11.053,49,"無車位","無管理"
"臺北市萬華區","臺北市","公寓",8300000,28.002,34,"無車位","無管理"
"臺北市大同區","臺北市","公寓",1.3e+07,20.077,17,"無車位","無管理"
"臺北市文山區","臺北市","大樓",2.2e+07,38.003,2,"有車位","有管理"
"臺北市文山區","臺北市","華廈",1.9e+07,41.812,3,"有車位","有管理"
"臺北市文山區","臺北市","套房",5100000,8.821,18,"有車位","有管理"
"臺北市文山區","臺北市","套房",9380000,18.153,4,"有車位","有管理"
"臺北市中山區","臺北市","大樓",25900000,26.018,1,"有車位","有管理"
"臺北市中山區","臺北市","套房",7050000,15.434,22,"無車位","無管理"
"臺北市中山區","臺北市","華廈",21800000,44.035,32,"無車位","有管理"
"臺北市內湖區","臺北市","大樓",17400000,34.691,6,"有車位","有管理"
"臺北市內湖區","臺北市","大樓",9.5e+07,104.405,5,"有車位","有管理"
"臺北市中山區","臺北市","大樓",22300000,29.303,4,"無車位","有管理"
"臺北市松山區","臺北市","華廈",4.8e+07,46.645,29,"無車位","有管理"
"臺北市信義區","臺北市","華廈",8.4e+07,97.856,22,"有車位","有管理"
"臺北市南港區","臺北市","大樓",55800000,73.414,0,"有車位","有管理"
"臺北市南港區","臺北市","大樓",7.5e+07,86.808,0,"有車位","有管理"
"臺北市南港區","臺北市","大樓",42700000,64.678,0,"有車位","有管理"
"臺北市南港區","臺北市","大樓",45500000,67.412,0,"有車位","有管理"
"臺北市南港區","臺北市","大樓",78900000,87.683,0,"有車位","有管理"
"臺北市南港區","臺北市","大樓",7.8e+07,86.808,0,"有車位","有管理"
"臺北市南港區","臺北市","大樓",74300000,86.397,0,"有車位","有管理"
"臺北市南港區","臺北市","大樓",75800000,88.648,0,"有車位","有管理"
"臺北市南港區","臺北市","大樓",92200000,87.55,0,"有車位","有管理"
"臺北市南港區","臺北市","大樓",61800000,74.109,0,"有車位","有管理"
"臺北市南港區","臺北市","大樓",62500000,71.853,0,"有車位","有管理"
"臺北市南港區","臺北市","大樓",62900000,87.356,0,"有車位","有管理"
"臺北市南港區","臺北市","大樓",54900000,71.904,0,"有車位","有管理"
"臺北市南港區","臺北市","大樓",6.5e+07,73.414,0,"有車位","有管理"
"臺北市南港區","臺北市","大樓",64100000,71.904,0,"有車位","有管理"
"臺北市南港區","臺北市","大樓",45700000,71.904,0,"有車位","有管理"
"臺北市南港區","臺北市","大樓",49800000,88.974,0,"有車位","有管理"
"臺北市南港區","臺北市","大樓",58800000,87.356,0,"有車位","有管理"
"臺北市南港區","臺北市","大樓",62500000,88.648,0,"有車位","有管理"
"臺北市南港區","臺北市","大樓",65600000,86.808,0,"有車位","有管理"
"臺北市南港區","臺北市","大樓",6.9e+07,86.397,0,"有車位","有管理"
"臺北市南港區","臺北市","大樓",76500000,88.974,0,"有車位","有管理"
"臺北市南港區","臺北市","大樓",7.5e+07,86.808,0,"有車位","有管理"
"臺北市南港區","臺北市","大樓",58900000,74.109,0,"有車位","有管理"
"臺北市南港區","臺北市","大樓",62500000,86.808,0,"有車位","有管理"
"臺北市南港區","臺北市","大樓",64300000,88.974,0,"有車位","有管理"
"臺北市南港區","臺北市","大樓",8.2e+07,86.397,0,"有車位","有管理"
"臺北市南港區","臺北市","大樓",8.1e+07,86.397,0,"有車位","有管理"
"臺北市信義區","臺北市","華廈",25900000,29.37,1,"有車位","有管理"
"臺北市南港區","臺北市","華廈",22800000,38.911,24,"無車位","無管理"
"臺北市松山區","臺北市","公寓",22300000,28.489,42,"無車位","無管理"
"臺北市松山區","臺北市","公寓",20800000,41.86,34,"無車位","無管理"
"臺北市松山區","臺北市","大樓",8130000,51.165,17,"無車位","有管理"
"臺北市信義區","臺北市","套房",8e+06,14.217,23,"無車位","有管理"
"臺北市南港區","臺北市","大樓",50400000,74.109,0,"有車位","有管理"
"臺北市南港區","臺北市","大樓",48900000,71.853,0,"有車位","有管理"
"臺北市南港區","臺北市","大樓",50400000,74.109,0,"有車位","有管理"
"臺北市南港區","臺北市","大樓",48900000,71.853,0,"有車位","有管理"
"臺北市南港區","臺北市","大樓",60200000,73.414,0,"有車位","有管理"
"臺北市南港區","臺北市","大樓",60500000,86.397,0,"有車位","有管理"
"臺北市南港區","臺北市","大樓",52500000,71.904,0,"有車位","有管理"
"臺北市南港區","臺北市","大樓",6.3e+07,87.683,0,"有車位","有管理"
"臺北市南港區","臺北市","大樓",59300000,71.853,0,"有車位","有管理"
"臺北市南港區","臺北市","大樓",53200000,73.414,0,"有車位","有管理"
"臺北市南港區","臺北市","大樓",5.4e+07,71.904,0,"有車位","有管理"
"臺北市南港區","臺北市","大樓",6.2e+07,74.109,0,"有車位","有管理"
"臺北市南港區","臺北市","大樓",63500000,87.356,0,"有車位","有管理"
"臺北市南港區","臺北市","大樓",42800000,67.333,0,"有車位","有管理"
"臺北市南港區","臺北市","大樓",7.8e+07,88.648,0,"有車位","有管理"
"臺北市南港區","臺北市","大樓",52100000,71.853,0,"有車位","有管理"
"臺北市士林區","臺北市","華廈",3.4e+07,52.928,0,"有車位","有管理"
"臺北市士林區","臺北市","華廈",1.8e+07,32.195,0,"無車位","有管理"
"臺北市士林區","臺北市","華廈",18300000,33.018,0,"有車位","有管理"
"臺北市士林區","臺北市","華廈",24300000,42.035,0,"有車位","有管理"
"臺北市士林區","臺北市","華廈",16100000,29.261,0,"有車位","有管理"
"臺北市北投區","臺北市","大樓",17100000,25.219,9,"無車位","有管理"
"臺北市士林區","臺北市","公寓",1.6e+07,41.603,36,"無車位","無管理"
"臺北市士林區","臺北市","大樓",3.1e+07,44.035,33,"無車位","有管理"
"臺北市北投區","臺北市","公寓",20900000,42.704,23,"無車位","無管理"
